S_CODE,S_CITY,E_CODE,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
*,Columbus            OH,IAD,Washington          DC,1.07,3,No,No,3289.858392,24502,31981,125722,4549784,Free,Free,310,6583,100.95
*,Columbus            OH,DCA,Washington          DC,1.07,3,No,No,3289.858392,24502,31981,125722,4549784,Controlled,Free,310,6583,100.95
*,Dallas/Fort Worth   TX,IAD,Washington          DC,1.16,3,No,No,6460.840581,28637,31981,3036732,4549784,Free,Free,1185,14398,256.86
*,Dallas/Fort Worth   TX,DCA,Washington          DC,1.16,3,No,No,6460.840581,28637,31981,3036732,4549784,Controlled,Free,1185,14398,256.86
*,Denver              CO,IAD,Washington          DC,1.33,3,No,No,7046.984713,29055,31981,1862106,4549784,Free,Free,1470,12410,240.48
*,Denver              CO,DCA,Washington          DC,1.33,3,No,No,7046.984713,29055,31981,1862106,4549784,Controlled,Free,1470,12410,240.48
*,Detroit             MI,IAD,Washington          DC,1.08,3,No,No,8369.876471,26506,31981,4459144,4549784,Free,Constrained,391,7833,205.96
*,Detroit             MI,DCA,Washington          DC,1.08,3,No,No,8369.876471,26506,31981,4459144,4549784,Controlled,Constrained,391,7833,205.96
*,Fort Lauderdale     FL,IAD,Washington          DC,1.31,3,Yes,No,5433.174481,26752,31981,1440377,4549784,Free,Free,896,5935,127.67
*,Fort Lauderdale     FL,DCA,Washington          DC,1.31,3,Yes,No,5433.174481,26752,31981,1440377,4549784,Controlled,Free,896,5935,127.67
*,Hartford            CT,IAD,Washington          DC,1.04,0,No,No,5796.375386,30268,31981,1106780,4549784,Free,Free,315,7688,117.35
*,Hartford            CT,DCA,Washington          DC,1.04,3,No,No,5796.375386,30268,31981,1106780,4549784,Controlled,Free,315,7688,117.35
*,Houston             TX,IAD,Washington          DC,1.36,3,No,No,4641.264413,27211,31981,3770125,4549784,Free,Free,1213,4708,297.2
*,Houston             TX,DCA,Washington          DC,1.36,3,No,No,4641.264413,27211,31981,3770125,4549784,Controlled,Free,1213,4708,297.2
*,Kansas City         MO,IAD,Washington          DC,1.42,3,No,No,4221.561937,25450,31981,1694803,4549784,Free,Free,935,5252,182.56
*,Kansas City         MO,DCA,Washington          DC,1.42,3,No,No,4221.561937,25450,31981,1694803,4549784,Controlled,Free,935,5252,182.56
*,Los Angeles         CA,IAD,Washington          DC,1.33,3,No,No,3680.599249,24706,31981,9056076,4549784,Free,Free,2300,20007,303.82
*,Los Angeles         CA,DCA,Washington          DC,1.33,3,No,No,3680.599249,24706,31981,9056076,4549784,Controlled,Free,2300,20007,303.82
*,Miami               FL,IAD,Washington          DC,1.15,3,Yes,No,5121.242128,21207,31981,2105604,4549784,Free,Free,924,9176,147.8
*,Miami               FL,DCA,Washington          DC,1.15,3,Yes,No,5121.242128,21207,31981,2105604,4549784,Controlled,Free,924,9176,147.8
*,Minneapolis/St Paul MN,IAD,Washington          DC,1.19,3,No,No,7968.627569,28739,31981,2761118,4549784,Free,Constrained,916,8215,235.1
*,Minneapolis/St Paul MN,DCA,Washington          DC,1.19,3,No,No,7968.627569,28739,31981,2761118,4549784,Controlled,Constrained,916,8215,235.1
*,New Orleans         LA,IAD,Washington          DC,1.46,3,No,No,2946.226419,22038,31981,1308499,4549784,Free,Free,956,6208,164.3
*,New Orleans         LA,DCA,Washington          DC,1.46,3,No,No,2946.226419,22038,31981,1308499,4549784,Controlled,Free,956,6208,164.3
JFK,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.888451,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
JFK,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.888451,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
LGA,New York/Newark     NY,IAD,Washington          DC,1,1,No,No,2487.888451,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
LGA,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.888451,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
EWR,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.888451,32991,31981,8621121,4549784,Free,Constrained,217,63690,114.35
EWR,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.888451,32991,31981,8621121,4549784,Controlled,Constrained,217,63690,114.35
*,Orlando             FL,IAD,Washington          DC,1.15,1,Yes,No,3081.344112,22360,31981,1421287,4549784,Free,Free,760,14683,125.8
*,Orlando             FL,DCA,Washington          DC,1.15,3,Yes,No,3081.344112,22360,31981,1421287,4549784,Controlled,Free,760,14683,125.8
*,Phoenix             AZ,IAD,Washington          DC,1.58,3,No,No,2295.226844,23025,31981,2753373,4549784,Free,Free,1970,5190,279.83
*,Phoenix             AZ,DCA,Washington          DC,1.58,3,No,No,2295.226844,23025,31981,2753373,4549784,Controlled,Free,1970,5190,279.83
*,San Diego           CA,IAD,Washington          DC,1.57,3,No,No,3329.810188,23903,31981,2673620,4549784,Free,Free,2259,6724,273.83
*,San Diego           CA,DCA,Washington          DC,1.57,3,No,No,3329.810188,23903,31981,2673620,4549784,Controlled,Free,2259,6724,273.83
*,San Francisco       CA,IAD,Washington          DC,1.37,3,No,No,6865.767169,38813,31981,1653017,4549784,Free,Free,2428,17938,347.82
*,San Francisco       CA,DCA,Washington          DC,1.37,3,No,No,6865.767169,38813,31981,1653017,4549784,Controlled,Free,2428,17938,347.82
*,Seattle/Tacoma      WA,IAD,Washington          DC,1.55,3,No,No,4358.510328,30916,31981,2230831,4549784,Free,Free,2317,7614,281.06
*,Seattle/Tacoma      WA,DCA,Washington          DC,1.55,3,No,No,4358.510328,30916,31981,2230831,4549784,Controlled,Free,2317,7614,281.06
*,St Louis            MO,IAD,Washington          DC,1.14,3,No,No,8117.122195,25824,31981,2549844,4549784,Free,Free,699,4957,258.37
*,St Louis            MO,DCA,Washington          DC,1.14,3,No,No,8117.122195,25824,31981,2549844,4549784,Controlled,Free,699,4957,258.37
*,Tampa               FL,IAD,Washington          DC,1.24,3,Yes,No,4580.051067,23654,31981,2195215,4549784,Free,Free,815,8413,132.94
*,Tampa               FL,DCA,Washington          DC,1.24,3,Yes,No,4580.051067,23654,31981,2195215,4549784,Controlled,Free,815,8413,132.94
*,Atlanta             GA,*,West Palm Beach     FL,1.01,3,Yes,No,6017.655946,26993,37375,3532657,991717,Free,Free,546,7788,104.11
*,Boston              MA,*,West Palm Beach     FL,1.32,3,Yes,No,4771.662758,30124,37375,5787293,991717,Free,Free,1193,8170,127.83
ORD,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.420728,29260,37375,7830332,991717,Controlled,Free,1134,5449,145.53
MDW,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.420728,29260,37375,7830332,991717,Free,Free,1134,5449,145.53
*,Hartford            CT,*,West Palm Beach     FL,1.36,3,Yes,No,3951.549733,30268,37375,1106780,991717,Free,Free,1125,5243,130.15
JFK,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.695084,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
LGA,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.695084,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
EWR,New York/Newark     NY,*,West Palm Beach     FL,1.08,0,Yes,No,2216.695084,32991,37375,8621121,991717,Free,Constrained,1030,34324,129.63
*,Philadelphia/Camden PA,*,West Palm Beach     FL,1.17,3,Yes,No,6797.800465,27994,37375,4948339,991717,Free,Free,960,6016,124.87
IAD,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.426744,31981,37375,4549784,991717,Free,Free,858,4877,129.62
DCA,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.426744,31981,37375,4549784,991717,Controlled,Free,858,4877,129.62
